date,cases_active,cases_adolescent,cases_adult,cases_elderly
2023-01-17,9543,21,248,60
2023-01-18,9606,18,269,60
2023-01-19,9593,14,235,41
2023-01-20,9571,12,198,49
2023-01-21,9536,10,200,65
2023-01-22,9553,7,239,48
2023-01-23,9428,5,103,26
2023-01-24,9214,3,76,15
2023-01-25,8999,2,89,33
2023-01-26,8843,7,116,35
2023-01-27,8765,11,161,44
2023-01-28,8712,10,206,30
2023-01-29,8696,6,193,51
2023-01-30,8755,2,153,24
2023-01-31,8901,13,186,39
2023-02-01,9113,29,239,40
2023-02-02,9289,9,256,41
2023-02-03,9213,12,256,52
2023-02-04,9139,9,136,42
2023-02-05,8561,7,144,42
2023-02-06,7722,2,125,28
2023-02-07,7651,8,125,39
2023-02-08,7561,3,133,37
2023-02-09,7455,5,194,49
2023-02-10,7400,8,207,27
2023-02-11,7268,8,188,42
2023-02-12,7070,4,117,22
2023-02-13,6979,4,119,32
2023-02-14,7023,6,149,31
2023-02-15,7044,5,181,35
2023-02-16,7068,8,225,31
2023-02-17,7074,7,188,30
2023-02-18,6975,4,172,31
2023-02-19,7002,1,151,25
2023-02-20,6999,2,129,25
2023-02-21,6991,6,144,27
2023-02-22,6993,6,177,40
2023-02-23,6939,5,177,30
2023-02-24,6889,3,168,28
2023-02-25,6843,0,143,24
2023-02-26,6875,3,158,35
2023-02-27,6888,4,122,55
2023-02-28,6917,3,157,34
2023-03-01,6899,5,173,27
2023-03-02,7138,5,193,40
2023-03-03,7129,4,157,31
2023-03-04,7121,2,129,32
2023-03-05,6464,1,128,24
2023-03-06,6471,8,139,26
2023-03-07,6495,7,176,31
2023-03-08,6513,4,189,32
2023-03-09,6556,3,224,42
2023-03-10,6610,7,205,30
2023-03-11,6640,3,178,32
2023-03-12,6699,4,179,32
2023-03-13,6745,5,162,35
2023-03-14,6781,5,201,50
2023-03-15,6801,6,223,32
2023-03-16,6850,7,255,39
2023-03-17,6882,7,231,36
2023-03-18,6917,4,228,28
2023-03-19,6955,5,193,48
2023-03-20,6926,5,144,28
2023-03-21,6962,7,246,55
2023-03-22,7031,8,286,47
2023-03-23,7096,11,274,43
2023-03-24,7210,12,303,52
2023-03-25,7307,19,273,35
2023-03-26,7634,13,262,31
2023-03-27,7858,15,158,40
2023-03-28,7884,12,270,47
2023-03-29,7982,34,321,70
2023-03-30,8138,100,313,58
2023-03-31,8347,142,368,72
2023-04-01,8570,150,351,73
2023-04-02,8673,42,313,58
2023-04-03,8900,59,305,64
2023-04-04,9149,173,358,50
2023-04-05,9399,159,487,68
2023-04-06,10199,133,537,86
2023-04-07,10399,123,544,88
2023-04-08,10541,121,478,77
2023-04-09,10639,43,376,74
2023-04-10,10710,37,399,74
2023-04-11,11307,64,422,82
2023-04-12,11517,143,627,94
2023-04-13,11602,86,632,127
2023-04-14,11657,61,621,103
2023-04-15,11777,116,644,87
2023-04-16,11982,92,509,103
2023-04-17,11915,19,398,58
2023-04-18,12032,63,542,139
2023-04-19,11959,33,574,131
2023-04-20,11892,32,577,103
2023-04-21,11741,25,542,100
2023-04-22,11421,14,417,104
2023-04-23,11152,6,353,74
2023-04-24,11059,8,291,67
2023-04-25,10835,13,393,123
2023-04-26,10640,11,455,121
2023-04-27,10706,13,631,155
2023-04-28,11098,20,809,200
2023-04-29,11548,22,801,184
2023-04-30,12046,23,729,170
2023-05-01,12436,16,587,154
2023-05-02,13225,26,572,161
2023-05-03,14573,43,1008,218
2023-05-04,15068,67,1048,212
2023-05-05,15232,52,864,195
2023-05-06,15228,41,817,182
2023-05-07,15288,38,735,156
2023-05-08,15523,31,782,174
2023-05-09,16780,73,875,230
2023-05-10,16876,86,1060,207
2023-05-11,18200,77,978,189
2023-05-12,19520,182,906,175
2023-05-13,19472,82,890,171
2023-05-14,19328,70,507,134
2023-05-15,19035,63,521,122
2023-05-16,18803,59,778,179
2023-05-17,18466,57,777,118
2023-05-18,18334,67,814,177
2023-05-19,17993,60,710,146
2023-05-20,17504,27,590,131
2023-05-21,17503,34,536,130
2023-05-22,17397,90,412,115
2023-05-23,17286,37,706,151
2023-05-24,17237,69,729,135
2023-05-25,17022,50,634,109
2023-05-26,16890,51,606,117
2023-05-27,16892,35,563,128
2023-05-28,16743,17,452,95
2023-05-29,16595,19,377,92
2023-05-30,16465,30,560,150
2023-05-31,16248,18,581,115
2023-06-01,16912,11,527,100
2023-06-02,17579,21,511,99
2023-06-03,17303,11,404,122
2023-06-04,16697,12,353,78
2023-06-05,16509,8,264,64
2023-06-06,16183,15,295,93
2023-06-07,16841,22,503,102
2023-06-08,17521,33,519,100
2023-06-09,18143,24,486,84
2023-06-10,18134,27,446,107
2023-06-11,18202,14,403,69
2023-06-12,18180,16,236,82
2023-06-13,18302,20,419,101
2023-06-14,18194,21,401,81
2023-06-15,18031,18,345,77
2023-06-16,17971,22,464,76
2023-06-17,17741,15,306,64
2023-06-18,17645,19,256,72
2023-06-19,17385,14,195,59
2023-06-20,17143,19,299,76
2023-06-21,16922,34,311,67
2023-06-22,16743,22,302,60
2023-06-23,16504,17,323,73
2023-06-24,16303,19,253,54
2023-06-25,16029,9,199,45
2023-06-26,15874,10,99,32
2023-06-27,15720,7,208,48
2023-06-28,15528,9,186,38
2023-06-29,15334,6,179,22
2023-06-30,15118,5,129,41
2023-07-01,14954,6,131,27
2023-07-02,14827,7,85,17
2023-07-03,14862,5,124,41
2023-07-04,14710,6,124,30
2023-07-05,14656,12,152,29
2023-07-06,13918,5,155,50
2023-07-07,13920,12,132,27
2023-07-08,13892,4,105,22
2023-07-09,13915,6,97,27
2023-07-10,13883,8,102,20
2023-07-11,13877,9,125,32
2023-07-12,13886,12,135,36
2023-07-13,13815,17,123,21
2023-07-14,13835,7,158,30
2023-07-15,13867,5,127,30
2023-07-16,13885,3,97,24
2023-07-17,13854,6,90,20
2023-07-18,13795,17,107,14
2023-07-19,13791,7,116,30
2023-07-20,13754,7,94,19
2023-07-21,13687,9,89,21
2023-07-22,13626,7,95,20
2023-07-23,13604,3,73,16
2023-07-24,13586,5,68,23
2023-07-25,13555,5,95,27
2023-07-26,13570,10,127,25
2023-07-27,13586,10,107,46
2023-07-28,13582,5,92,17
2023-07-29,13597,17,90,13
2023-07-30,13552,5,41,11
2023-07-31,13514,4,46,7
2023-08-01,13482,3,80,24
2023-08-02,13439,5,82,21
2023-08-03,13365,4,81,11
2023-08-04,13383,3,101,14
2023-08-05,13360,6,84,11
2023-08-06,12733,3,58,7
2023-08-07,12706,5,35,12
2023-08-08,12660,4,49,9
2023-08-09,12646,6,66,17
2023-08-10,12654,9,78,13
2023-08-11,12623,8,74,15
2023-08-12,12600,2,53,12
2023-08-13,12606,4,61,7
2023-08-14,12616,3,50,12
2023-08-15,12652,5,79,13
2023-08-16,12689,10,94,16
2023-08-17,12672,2,75,10
2023-08-18,12675,4,86,11
2023-08-19,12724,5,83,15
2023-08-20,12722,5,43,10
2023-08-21,12715,4,52,10
2023-08-22,12702,4,72,18
2023-08-23,12712,3,97,24
2023-08-24,12725,2,79,14
2023-08-25,12735,7,80,18
2023-08-26,12714,4,72,5
2023-08-27,12717,2,52,10
2023-08-28,12707,0,52,10
2023-08-29,12679,4,58,15
2023-08-30,12656,1,73,23
2023-08-31,12625,1,65,8
2023-09-01,12578,1,46,11
2023-09-02,12538,4,42,8
2023-09-03,12548,1,49,21
2023-09-04,12541,2,39,9
2023-09-05,11733,3,97,15
2023-09-06,11085,3,77,15
2023-09-07,11108,6,85,16
2023-09-08,11153,6,85,15
2023-09-09,11208,4,66,26
2023-09-10,11222,4,53,22
2023-09-11,11227,1,51,14
2023-09-12,11227,6,88,20
2023-09-13,11259,2,96,14
2023-09-14,11269,8,88,17
2023-09-15,11265,8,71,16
2023-09-16,11240,6,62,16
2023-09-17,11249,22,47,10
2023-09-18,11234,2,34,13
2023-09-19,11191,9,62,17
2023-09-20,11198,8,93,17
2023-09-21,11203,4,97,19
2023-09-22,11212,4,86,20
2023-09-23,11210,3,68,13
2023-09-24,11204,2,53,15
2023-09-25,11214,2,48,9
2023-09-26,11280,7,135,14
2023-09-27,11307,11,118,21
2023-09-28,11307,6,100,19
2023-09-29,11290,3,81,14
2023-09-30,11296,3,68,23
2023-10-01,11320,8,57,20
2023-10-02,11369,3,78,19
2023-10-03,11346,2,111,28
2023-10-04,11350,4,114,36
2023-10-05,11356,6,92,30
2023-10-06,11394,7,97,18
2023-10-07,11445,3,104,26
2023-10-08,11445,4,62,18
2023-10-09,11430,0,79,25
2023-10-10,11426,8,96,19
2023-10-11,11446,8,150,22
2023-10-12,11480,10,133,21
2023-10-13,11505,9,129,33
2023-10-14,11554,6,139,27
2023-10-15,11600,2,88,26
2023-10-16,11609,1,81,26
2023-10-17,11648,22,114,27
2023-10-18,11661,13,150,29
2023-10-19,11669,10,153,23
2023-10-20,11662,6,120,21
2023-10-21,11643,6,111,35
2023-10-22,11631,2,85,26
2023-10-23,11659,5,105,24
2023-10-24,11708,10,165,40
2023-10-25,11722,10,153,35
2023-10-26,11742,8,161,33
2023-10-27,11793,12,162,23
2023-10-28,11849,10,151,33
2023-10-29,11890,6,102,36
2023-10-30,11899,9,105,31
2023-10-31,11901,10,175,47
2023-11-01,11978,9,223,49
2023-11-02,12056,18,239,37
2023-11-03,12128,13,210,42
2023-11-04,11580,6,187,57
2023-11-05,10278,8,132,32
2023-11-06,10267,6,108,27
2023-11-07,10330,41,209,41
2023-11-08,10356,15,237,41
2023-11-09,10381,8,256,47
2023-11-10,10403,19,222,54
2023-11-11,10353,9,178,37
2023-11-12,10452,14,184,52
2023-11-13,10482,4,126,36
2023-11-14,10456,10,189,55
2023-11-15,10474,8,258,56
2023-11-16,10576,14,333,74
2023-11-17,10719,25,330,66
2023-11-18,10857,9,290,59
2023-11-19,10875,4,214,46
2023-11-20,10990,15,203,61
2023-11-21,11216,21,359,99
2023-11-22,11539,28,484,106
2023-11-23,11714,33,465,88
2023-11-24,11944,32,526,87
2023-11-25,12189,23,455,111
2023-11-26,12554,36,440,140
2023-11-27,12686,37,324,66
2023-11-28,12933,46,561,114
2023-11-29,13459,76,950,120
2023-11-30,14009,73,908,131
2023-12-01,14806,182,1071,163
2023-12-02,15322,126,823,127
2023-12-03,15738,73,785,125
2023-12-04,16181,47,682,142
2023-12-05,15870,106,1270,155
2023-12-06,16723,143,1583,240
2023-12-07,18004,124,2003,267
2023-12-08,18628,128,1632,255
2023-12-09,20017,176,2014,263
2023-12-10,21345,111,1784,296
2023-12-11,22237,75,1462,198
2023-12-12,23222,144,1949,305
2023-12-13,24692,216,2776,328
2023-12-14,25982,207,3158,398
2023-12-15,27264,132,2732,373
2023-12-16,28375,103,2734,409
2023-12-17,28655,62,2181,357
2023-12-18,29180,66,2022,364
2023-12-19,29980,79,2713,398
2023-12-20,31714,70,4272,561
2023-12-21,32221,83,3784,530
2023-12-22,33164,62,3449,605
2023-12-23,33285,57,2808,520
2023-12-24,33744,46,2646,505
2023-12-25,33547,54,1792,345
2023-12-26,32477,42,1717,415
2023-12-27,30465,56,2405,448
2023-12-28,29338,43,2797,471
2023-12-29,28584,64,2771,530
2023-12-30,27894,48,2191,465
2023-12-31,26925,56,1759,403
2024-01-01,26553,55,1474,326
2024-01-02,26108,57,1408,292
2024-01-03,25570,89,1934,394
2024-01-04,25456,127,2520,437
2024-01-05,24954,135,2256,425
2024-01-06,24463,88,1758,357
2024-01-07,24383,78,1703,305
2024-01-08,23892,85,1050,233
2024-01-09,23629,76,1306,247
2024-01-10,23114,106,1459,251
2024-01-11,21904,102,1524,278
2024-01-12,20650,85,1291,223
2024-01-13,19689,81,992,182
2024-01-14,18813,66,1016,184
2024-01-15,18326,62,707,128
2024-01-16,18059,114,1035,198
2024-01-17,17658,118,1146,164
2024-01-18,16729,63,861,144
2024-01-19,16138,49,826,140
2024-01-20,15648,40,637,122
2024-01-21,15026,31,487,116
2024-01-22,14686,33,462,78
2024-01-23,14019,43,555,112
2024-01-24,13341,30,685,84
2024-01-25,12933,38,551,97
2024-01-26,12372,25,356,112
2024-01-27,11920,20,309,68
2024-01-28,11729,14,376,67
2024-01-29,11447,18,237,56
2024-01-30,11072,20,300,65
2024-01-31,10678,15,357,58
2024-02-01,10363,15,321,54
2024-02-02,10113,10,199,32
2024-02-03,9894,10,133,33
2024-02-04,9633,6,147,44
2024-02-05,9502,9,142,53
2024-02-06,9337,7,169,41
2024-02-07,9138,8,206,28
2024-02-08,8911,9,135,30
2024-02-09,8839,7,138,32
2024-02-10,8821,4,141,18
2024-02-11,8728,5,75,15
2024-02-12,8572,2,40,15
2024-02-13,8438,5,61,27
2024-02-14,8306,6,99,28
2024-02-15,8222,1,73,26
2024-02-16,8155,7,91,21
2024-02-17,8131,3,113,18
2024-02-18,8195,3,124,24
2024-02-19,8235,3,86,18
2024-02-20,8270,3,113,14
2024-02-21,8268,1,104,20
2024-02-22,8290,3,101,19
2024-02-23,8282,4,89,15
2024-02-24,8236,2,74,15
2024-02-25,8156,2,49,18
2024-02-26,8115,1,50,10
2024-02-27,8085,1,80,16
2024-02-28,8088,1,111,7
2024-02-29,8070,0,94,11
2024-03-01,8045,0,75,12
2024-03-02,8011,0,53,8
2024-03-03,8000,1,44,14
2024-03-04,7994,1,44,12
2024-03-05,7984,3,70,19
2024-03-06,7938,2,65,14
2024-03-07,7954,5,98,15
2024-03-08,7936,5,53,12
2024-03-09,7935,2,47,12
2024-03-10,7926,1,37,11
2024-03-11,7910,3,36,7
2024-03-12,7905,5,73,10
2024-03-13,7922,3,86,12
2024-03-14,7921,7,90,9
2024-03-15,7942,2,78,11
2024-03-16,7960,5,59,9
2024-03-17,7980,1,49,14
2024-03-18,7969,1,33,11
2024-03-19,7960,4,67,7
2024-03-20,7951,6,74,11
2024-03-21,7923,3,69,8
2024-03-22,7903,2,56,8
2024-03-23,7878,1,37,9
2024-03-24,7883,1,52,12
2024-03-25,7876,4,30,5
2024-03-26,7869,5,56,7
2024-03-27,7852,2,63,6
2024-03-28,7811,2,37,6
2024-03-29,7797,3,45,10
2024-03-30,7792,3,38,8
2024-03-31,7758,1,27,6
2024-04-01,7763,0,40,7
2024-04-02,7817,4,36,9
2024-04-03,7921,5,77,17
2024-04-04,7980,30,59,10
2024-04-05,8002,12,56,11
2024-04-06,8014,6,46,7
2024-04-07,8018,1,30,5
2024-04-08,8013,4,23,12
2024-04-09,8004,2,34,6
2024-04-10,7940,1,30,6
2024-04-11,7866,0,26,3
2024-04-12,7805,0,14,7
2024-04-13,7769,1,18,7
2024-04-14,7758,1,19,6
2024-04-15,7775,3,51,3
2024-04-16,7841,1,77,19
2024-04-17,7926,7,94,14
2024-04-18,8029,8,113,9
2024-04-19,8143,1,103,16
2024-04-20,8234,5,94,8
2024-04-21,8280,4,56,12
2024-04-22,8280,3,49,11
2024-04-23,8297,4,99,15
2024-04-24,8305,7,102,14
2024-04-25,8317,5,109,21
2024-04-26,8279,7,76,8
2024-04-27,8251,5,69,11
2024-04-28,8264,7,53,17
2024-04-29,8263,2,48,10
2024-04-30,8253,6,84,16
2024-05-01,8238,8,81,21
2024-05-02,8205,4,87,17
2024-05-03,8232,9,96,14
2024-05-04,8252,5,76,18
2024-05-05,8251,3,62,12
2024-05-06,8307,6,83,25
2024-05-07,8341,4,124,18
2024-05-08,8438,12,168,19
2024-05-09,8504,11,141,16
2024-05-10,8541,9,126,17
2024-05-11,8587,5,118,25
2024-05-12,8597,3,70,8
2024-05-13,8561,6,58,15
2024-05-14,8624,13,172,28
2024-05-15,8643,18,181,20
2024-05-16,8671,17,160,21
2024-05-17,8739,14,182,23
2024-05-18,8748,8,120,25
2024-05-19,8756,6,72,9
2024-05-20,8816,9,100,32
2024-05-21,8833,15,175,23
2024-05-22,8796,10,147,25
2024-05-23,8809,9,168,30
2024-05-24,8827,8,196,35
2024-05-25,8887,10,176,22
2024-05-26,8948,8,125,20
2024-05-27,9012,4,171,30
2024-05-28,9031,5,221,22
2024-05-29,9130,7,261,28
2024-05-30,9354,7,263,49
2024-05-31,9387,6,236,28
2024-06-01,9398,2,193,29
